Protein.Names	DMSO_01	DMSO_02	DMSO_03	DMSO_04	DMSO_05	DMSO_06	DMSO_07	DMSO_08	DMSO_09	DMSO_10	DMSO_11	DMSO_12	IHK44_100nM_01	IHK44_100nM_02	IHK44_100nM_03	IHK44_100nM_04	IHK44_100nM_05	IHK44_100nM_06	IHK44_125nM_01	IHK44_125nM_02	IHK44_125nM_03	IHK44_125nM_04	IHK44_125nM_05	IHK44_125nM_06	IHK44_150nM_01	IHK44_150nM_02	IHK44_150nM_03	IHK44_150nM_04	IHK44_150nM_05	IHK44_150nM_06
ADPPT_HUMAN	9560.29	8712.58	10684.4	9085.2	9262.21	6191.63	9551.29	10667.2	9491.85	9723.33	8001.59	11217.5	10042.4	11519.3	10984.4	8494.68	10291.8	8596.27	9862.4	8372.1	8776.21	8073.9	7751	7518.53	10240.8	11549.6	7511.64	9593.55	9041.93	8254.36
ADRM1_HUMAN	19590.4	20883.1	19154.8	19265.8	18669.4	15406.1	20188.1	16752	15716.1	18827.4	14961.7	17563.9	21776.4	18493.2	19677.1	17690	19348.5	19081.9	19846.7	18472.7	19897.6	16235.6	16415.2	18878.9	23422.2	24110	16529.3	20725.5	14939.7	16684.4
ADT1_HUMAN	11064.4	11141.5	11562.3	7604.79	8815.78	10857.9	12592	15049.1	12200.2	12467.4	7922.88	9079.02	13417.5	12314.6	12255.1	13879.5	12891.4	5786.23	12836.3	8366.68	7767.73	12603.7	NA	6681.92	13361.2	14389.1	14725.7	9150.4	13724	11608.4
ADT2_HUMAN	883847	795397	784906	699282	642848	697145	775489	808134	885991	656967	612702	857400	755345	824715	862261	794641	744316	730154	771181	728473	726618	798635	683774	752089	856000	835665	820108	732426	777115	750163
ADT3_HUMAN	179042	179405	177949	147677	151202	156477	174291	179202	203068	152572	131938	193908	162336	181487	179823	150528	174947	148812	158097	160092	164355	177966	155371	172330	186785	179316	166729	156442	165403	158456
AEBP1_HUMAN	19530.3	18781.3	18229.8	17744.2	19659.3	19377.8	18047.2	17761.5	19856.5	21316.8	20364.6	19251.8	19113.3	18485.6	17265.1	18615.3	15592.2	19444	20103.9	16728.2	17777	19764.7	18141.1	19492.9	18057.6	19020.9	18106	17850.3	17514.5	17626.3
AEBP2_HUMAN	17753.2	22382.3	23536.1	19511.3	20305.1	21674.6	23407.6	21523.6	18821.2	19924	18742.5	20560.2	18729.8	19219	19178	14242.2	18147.4	21737.9	18568.2	17921.3	18215	18663.3	20890.9	18289.4	16832.2	16742.8	17027.7	16136.3	15536.3	14970.4
AF10_HUMAN	10919.6	11500.4	11787.4	12269.9	9065.58	10283.2	9986.14	11285.5	9907.02	12334.3	9098.12	9981.04	13373.3	9645.66	10010.5	8119.13	12088.9	10108.6	12043.7	9879.18	9474.86	10433.9	7627.41	11780.4	10763.1	9967.24	10092.9	9321.48	8948.65	11740.8
AF17_HUMAN	6742.89	7458.03	7881.56	8739.95	8893.57	7606.62	10099.2	9440.69	7205.28	6390.84	8326.47	8140.95	7057.82	8410.72	7336.16	7246.64	6665.28	8806.96	6932.39	7238.76	8737.58	8391.58	9310.89	8096.08	9225.8	8254.66	7517.04	8821.05	7514.9	7662.1
AFAD_HUMAN	106567	107662	108419	110225	111390	106606	114628	104655	108984	107129	110167	105968	110407	110076	114448	115981	105116	111511	110027	106795	110036	107813	109614	111533	109319	112367	110502	107110	111801	111723
AFAP1_HUMAN	49871.4	46354.5	45471.1	43423.8	46496.7	47915	53138.7	44055.3	48884.1	47848.2	47685.8	47257.5	43215.1	44679.7	46568.6	41628.2	43694.7	43749.2	42767.8	44991	46820.5	45379.3	50659.2	41815.5	46986.8	49173.4	48572.9	41247.5	40212.5	44916.8
AFF1_HUMAN	11980.5	12711.5	12308	12908.3	13338.1	10736.2	11322.6	13929.6	15623	13263.4	17041.7	11096.8	14413.9	14156.7	13222.6	13539.5	15613.6	15266.1	15391.8	16692.9	9941.33	16051.9	16157.2	12787.6	14578.9	12769.7	13106.1	16689.1	13733.8	16359.1
AFF4_HUMAN	56124.1	53187.6	58023.6	55304.1	54501.9	55713.1	52741.5	56195	54256.6	56561	56346.3	55944.6	60248.8	61142.7	58647.2	63247.2	62251.9	60225.9	63525.5	62852.4	61354.9	63153.3	64411.1	59629.4	63060.5	63088.9	60138.1	60070.3	60074.6	63783.9
AFG2H_HUMAN	64436.6	64508.8	66818.6	61962	62415.2	65537.2	67019.6	64491.7	67485.5	64624.3	67693	65894.2	66574.2	71610.7	65218	69286.3	65384.3	67698.4	69596.6	72657.5	64071.7	76079.2	72161.7	64485.9	62787.5	66220.4	65558.3	68223.7	73026.3	69507.5
AFG32_HUMAN	48895.7	44759.7	45575.8	41567.2	40704.7	42602.4	46398.8	52100.6	49114.6	41136.4	37885	48473.7	42628.5	47510.6	46373.5	45605.1	46134	43719.8	45327	42588	46856.8	47887.4	42123.2	45605	48486.7	45084.9	47007.3	46914	47254.4	45124.5
AFTIN_HUMAN	4211.16	4139.17	4575.72	4521.65	1567.09	4283.46	5502.38	4286.35	3546.81	4880.73	3259.85	2321.23	4081.66	3788.63	2685.67	4560.82	6062.43	5087.33	3283.1	3684.07	4329.33	4095.65	1931.13	2823.38	2894.07	5611.93	5186.59	2882.09	3840.05	3843.43
AG10A_HUMAN;AG10B_HUMAN	NA	8436.02	6535.31	6320.91	6358.53	7346.8	7311.23	8105.19	7697.22	7383.9	6339.47	8345.73	7402.21	6676.58	7494.59	10159	6206.36	8134.3	10019.4	7309.25	5819.54	6509.02	6216.36	6913.76	7335.35	6459.52	9960.58	7959.45	7963.62	8091.73
AGAP1_HUMAN	25367.2	24663.8	29910.5	30381.4	25886.8	25332.2	27007.9	31027.7	26752.4	28111.1	30471.5	28499.9	26075.2	26140.1	27611.4	24709.7	27711.2	27934.5	24538.8	28844.8	26518.5	27731.6	26831.5	27543.1	28955.8	26293	29576.7	27124.9	32555.2	24633.7
AGAP3_HUMAN	28352.4	28691.5	29126.8	29030.8	29889.4	29315.4	29966.4	29156.6	29530.3	31425.7	34221.8	29128.4	27569.3	29865.1	28809.4	28981.2	28934.6	30528.9	28066	29398.4	30971	30308.8	33110.9	27996.3	28219	28430.4	30149	30247.3	31131	29904.9
AGFG1_HUMAN	13209.5	12978.6	13421	11821.1	13696.5	12410.6	13384	12006.1	10068.5	11036.7	10070.6	9947.85	11726.3	12624.1	12797.1	9707.55	10543.9	10296.1	13615.8	9331.12	9621.63	10186.1	9985.63	10417.8	10365.7	13819.8	11260.6	10345.7	11602.5	9555.14
AGGF1_HUMAN	19469.7	18353.8	18235.8	22312.4	22299.1	19837.8	22538.3	20634	18622.5	21532.6	20110.6	21375.5	24573.7	21804	21787.5	20622.8	23213.7	21778.4	23574.5	23011.1	20930.6	19761.2	22132	16433.5	21118.9	22621.5	26148.9	21692.2	21242.1	21459.3
AGK_HUMAN	18025.7	14745.3	15020.5	14126.9	11210.1	16248	16125.7	16184.2	18050	15098.5	12085.9	14291.8	14553.4	14958.5	14388.3	17658.4	16750.8	13306.5	16855.6	14950.2	10947.2	14555.9	11958.5	11428.5	18092.6	17737.6	19080.5	14908.2	16288.9	17522.1
AGM1_HUMAN	3112.55	3094.77	1701.11	3421.66	2451.46	3510.16	2315.99	3515.23	3138.89	1800.06	2072.67	2809.72	2650.57	2114.68	3013.47	2391.17	3144.69	2373.76	3750.29	2824.49	2776.85	2466.58	1101.89	2454.76	3505.77	5821.33	2140.97	2863.21	1825.8	2260.84
AGO1_HUMAN	39721.3	38959	36764.1	44467.5	43310.9	43495.5	42537.2	41591.7	46908.9	42965.7	44358.1	44108.8	39320.8	40876.3	36898.4	49388.9	40259.5	39816.4	38030.4	40632.8	37203.8	46578.1	50240.3	42735.4	34624	38256.4	53084.3	46920.8	38579.5	47031.5
AGO2_HUMAN	54464	58441.2	57388.3	61907.6	66728.1	61489.1	61880.5	62020.4	65463.3	64676.4	69104.4	68077.7	57561.7	59019	55402.5	64054.1	60324	60928.5	56812.1	61646.9	57600.4	68128.8	67802.4	60390.5	50968.5	54578.3	70708.6	67312.6	60107.8	64298.9
AGO3_HUMAN	19233.3	18935.5	19605	20072.4	20924.1	20289.8	19978.6	18479.2	21167.8	19736.4	18912	20026.3	19077.6	21053.4	20591.7	22377.1	20578.3	20746.6	19360.6	20395.3	20045.4	20764.8	21196.6	19788.7	18801.9	18970.4	24434.7	20893.9	20940.8	20421.1
AGRIN_HUMAN	24533.5	26930.9	26500	27721.1	27007.2	26997.7	30833.1	25995.7	24374.6	27165.6	25639.3	22900.3	27456.4	22637.2	25251.5	24468.2	25663.1	26108.5	27892.1	24031	26276	23997.3	25495.9	26507.7	25276.2	27522.2	22018.1	24160.5	24607.5	23724.2
AGRL2_HUMAN	18840.2	21050.7	19698.4	18306.1	18457.5	15766.1	18896.7	19775.3	18941.4	19775.1	16495.6	17853.4	16416.2	14310.2	16059.1	13703.7	16386.7	14259.1	15632.5	13980.8	16161	14693	12904	12149.9	17710.9	17343.8	13820	15581	12815.9	16575.9
AHDC1_HUMAN	36989.4	36071.5	34566.8	34199	33916.8	35432.3	34031	38263.9	38157.1	33589.6	33235.8	37140.9	27278.3	32093.8	29361.8	30832.3	32433.9	31175.3	31325.7	29130.2	29586.3	31304.3	24968.4	29172.6	31470.6	32088.2	30398.3	30512.6	31852.9	30863.5
AHNK_HUMAN	492073	465114	463904	575203	563059	493739	568567	516754	630853	591739	556118	593098	462241	474314	430591	637447	453586	458150	457579	409144	401724	533150	529498	511121	393127	522958	660632	541308	451593	532451
AHSA1_HUMAN	8895.53	7413.1	6770.45	9156.65	6933.02	3951.12	8198.44	10521.9	9591.31	8522.89	7117.09	7950.7	8944.11	8083.8	11912.1	5080.8	9835.18	5409.46	NA	8954.18	6742.09	6512.68	5461.07	3910.13	9708.5	8151.11	7205.15	5971.57	5012	8394.39
AIFM1_HUMAN	295425	302452	310109	308473	304398	316154	327946	297617	332637	322495	273734	318170	343424	308846	316053	314959	291235	318545	334991	286756	312581	323533	330251	340321	289984	321740	329736	308905	301985	306262
AIMP1_HUMAN	96313.9	99684.1	82788.6	96118.6	100993	90435.3	104117	94748.2	95032	92682	87326.4	95422.4	94279.8	90074.5	84874.9	99509.2	88729.6	94565.1	91461.5	78791.5	93922.5	90852.7	95491.3	103513	83287.8	106689	101718	91280.6	82321.3	83377.3
AIMP2_HUMAN	139184	140146	149117	130006	134471	135145	124338	127136	145029	130725	113735	120085	133661	129466	141658	121499	126050	130914	141336	128461	126748	121100	119554	137369	140441	146289	111212	111261	124698	114883
AINX_HUMAN	17075.4	14623	14141.2	11245.8	9543.14	13327.2	12913.4	18716.4	13915	13437.2	12634.4	16517	11730.2	15325.9	14036.4	11365.9	16538.8	12674.8	14444.6	15001	12465.1	14974.8	11063.4	15029.7	14583.5	17510.9	13842.1	13910.2	12343.5	14234.6
AIP_HUMAN	4270.98	5428.66	4699.71	6631.47	5707.47	5421.5	4846.97	3175.21	3468.86	4778.54	5142.42	4164.46	6477.57	5862.7	6213.83	5257.05	4768.56	6867.66	5081.68	4199.36	4768.64	4842.26	5896.21	5551.82	5560.25	6931.66	4007.97	6073.71	4858.4	3723.54
AJUBA_HUMAN	7134.4	5055.83	6898.39	7076.85	5526.06	5895.43	6335.49	7353.79	7018.03	7470.02	4739.13	5600.78	7045.59	7188.23	5114.14	6002.49	6552.8	6919.4	6212.48	6690.66	7324.93	6914.31	7387.94	7232.37	6815.81	7153.57	5949.62	6660.73	6202.47	6441.08
AK17A_HUMAN	61545.8	59387.8	60730.8	60952.8	58108.1	60239.5	58639.4	64166	60126.4	65113.4	66219.4	63359.7	62295.1	65255	60685.5	62729.3	61912.7	65833.3	62363	64768.6	64467.3	62528.1	61246.3	66814.9	64117.4	56995.8	59345.3	68118.1	63389.9	62804.1
AK1A1_HUMAN	NA	14624.8	NA	16078.6	NA	11609.1	14215	NA	16566.1	15787.5	8766.88	19990.8	18333.6	NA	15922.2	NA	13205.7	10974.9	14679.3	15483.5	16035.8	14434	8939.92	18633.8	11229.1	NA	13070.6	18852	10531.1	13061.8
AKA10_HUMAN	17164.8	15303.8	14768.9	14757	13070.2	15609.2	17491	20232.8	15443	16450.4	12092	16563.2	16408.8	17399.5	19081.5	15624.1	15396.7	14491	15528.9	18592.2	15306.3	17632.4	14210.9	14115.2	13928.6	17903.8	17093.8	19461.2	11172	15388.6
AKA12_HUMAN	3169.29	3393.01	2760.07	4156.16	4350.9	3891.29	4173.41	3808.07	2953.07	2479.85	3205.76	2842.48	3132.11	2961.9	3419.49	3421.09	3760.96	3126.4	3737.78	2981.6	2904.33	3502.06	3022.19	3343.18	3662.39	4190.37	3836.33	3190.88	1878.64	3072.79
AKAP1_HUMAN	1337.69	1388.42	1663.89	704.626	1410.94	1117.79	1597.63	587.523	2187.57	1254.16	NA	473.821	1720	1708.64	1288.43	1403.37	1125	1992.68	1487.48	1224.61	1143.67	1553.24	1520.8	1217.46	1650.96	2053.97	1966.84	964.667	1317.41	1142.26
AKAP2_HUMAN	116276	103903	104652	130114	122028	112957	119512	120031	129314	126653	125162	127282	99349.1	112228	94052.3	131520	103882	104688	102035	94497.3	95489.7	110736	115103	114214	96450.2	107504	132040	121034	98975.2	115039
AKAP8_HUMAN	26299.6	25217.2	22415.4	26462.6	24388.6	26190.7	25545.2	25846.8	29026.2	28048.1	25085.5	25910.2	23521.2	24897	24764.7	27096.6	26078.9	25647.4	24390.3	26607	22746.3	24918.2	26643.1	26103.1	26657.6	24773.1	25200.1	24138	25963.9	27640.1
AKAP9_HUMAN	15177.2	14423.1	15475.7	13536.8	13024.7	13636.3	14943.7	15694.8	14166.4	13939.2	13556.4	15437.8	12406.8	17047.8	13552.1	13655.6	17180.7	13708.3	16644	13987.3	14614.4	14933.3	14882.2	16082.1	16105	16965.8	15725.5	14196	12371.7	14712
AKP13_HUMAN	28099.6	30670.1	26831.1	27445.7	27600.9	28760.3	28081.6	27967.4	27250.5	26522	26601.1	27985.7	26240.2	28085.1	26871.9	27176	28353.3	27183	28124.4	27494.1	26073	28398.8	27357.6	26855.1	27648.7	29330.1	26973.9	26982.9	28530	28761.8
AKP8L_HUMAN	61019.7	62909.8	59625.9	57397.6	56278.6	61113.6	59813.8	60776.9	62000.4	55337.8	54266	56232.8	57117.9	58492.3	57340.3	56656.4	67373.5	56764.9	65943.2	63650.2	52510.7	54901.1	57139.2	51661.9	61667.7	60265.6	58785.5	57942.8	61925.6	63777.7
AKT1_HUMAN	NA	6512.65	6599.24	8378.8	6307.78	6858.19	7864.05	6381.72	7012.67	6336.78	5960.17	3248.43	7351.51	7457.04	7023.82	6187.64	5419.74	7209.25	6454.14	7032.37	9686.49	5459.13	5225.86	6615.81	8487.97	7371.74	7918.99	5272.96	4319.33	5860.5
AKTS1_HUMAN	17080.2	17316.7	12566.8	13714	14612.4	11199.9	13900.1	10819.9	8234.15	10592	10247	10586	15474.9	14986.2	15671.8	13545	10842	12590.4	15032.2	8544.16	11545	9190.71	13146.9	12228.2	12524.5	17842.4	15845.4	14401.4	11612.9	11230.6
AL14E_HUMAN	24988.1	24325.5	24682.4	24808.4	24926.7	24007.5	23855.2	27569.9	24303.2	23142	24848	26246.7	23194.7	24237.4	23597.7	25213.4	26887	23316.6	24846.7	23061.8	29017.5	23354.6	25178.9	28067.3	23900.8	23315.1	24075.8	22971.8	23378.3	21559.1
AL1B1_HUMAN	26060.2	22085.3	28845.5	26947.5	22442.9	15148.8	34324.7	21635.9	24832.8	22221.5	16773.4	23976.8	28975.3	24653.9	26271.1	16419.9	24631.4	18194.6	29651.5	18742.4	25957.3	18283.3	13389.2	24267.1	27671.6	31963.2	17532.6	26811.5	14933.4	21008.2
AL3A2_HUMAN	23862	22841.7	25506.8	22833.4	20891.3	20607.9	24032.6	25766.7	24501.3	23265.4	19967.7	24294.9	25863.5	24673.7	26442.8	23390.7	22850.1	26704.9	25556.9	21049.5	23652.5	24248.1	22237.9	24618	24191.2	24943.5	23250.2	24984.7	21693.3	21157.7
AL4A1_HUMAN	6693.34	7383.24	6437.32	10056.6	9340.46	NA	11550.3	13826.6	8342.08	6141.96	6647.04	4857.1	7721.23	7958.71	NA	5350.45	8927.37	NA	9256.29	8721.69	10795.9	12243.8	NA	NA	9536.38	12346.6	13574.8	10979.1	5257.53	6734.68
AL7A1_HUMAN	NA	NA	4940.54	3845.7	6315.06	4407.86	NA	4913.3	NA	7114.51	NA	5523.09	7522.35	5507.87	4391.34	NA	8060.45	2984.95	6460.05	6822.93	4060.98	6324.88	NA	2494.01	7053.46	4555.88	5420.1	5642.43	NA	3900.72
ALBU_HUMAN	45642.9	44004.3	52437.2	40118	39105.4	31285.2	38089.7	47768.8	40273.8	47513	31294.1	36803.8	51774.3	48189.4	60645.6	36403.2	40614.9	33253.1	43766.8	30509.3	46484.4	32315.9	27941.6	35340.4	39485.2	57539.8	32689	38676.1	34570.8	34586.9
ALDOA_HUMAN	110041	107855	133041	100801	91245.5	72910.2	116655	61663.5	43940.5	67614.4	54574.7	44140.4	146441	109626	80453.3	62276.9	61839.3	59250.4	128154	54401.5	56653.7	45907.2	59895.5	53664.4	94555.2	134132	60792.5	102332	52042	53959.7
ALDR_HUMAN	24137.8	15997.4	21261	19649.3	13420.1	15944	19554.5	22412.8	18918.8	24962.2	17913.4	18238.1	13321	18982.4	18803.1	21336.5	21288.5	15632	19975	18286.8	15169.9	19197.4	20003.4	16605.7	19630	22709.4	20804.3	19855.3	20683.5	19171
ALG12_HUMAN	17885.3	17480.9	20265.4	12827.3	15660	16892.5	18429.9	23024.8	16945.4	22465.6	16271	18544.1	18766.2	20818.4	20026.4	14916.8	18063.4	19214.9	17842.2	21658.2	22567.8	21568.7	21017.4	15743.3	16372.8	17446.3	18683.9	21943.2	15327.5	18979.3
ALG3_HUMAN	8815.9	8592.54	6762.32	7990.42	7427.85	8060.25	7837.97	7560.85	8862.63	7160.48	5794.6	6009.8	5047.77	7177.48	5335.55	8637.25	9043.82	5272.52	6571.99	7830.06	3303.72	5865.7	4392.16	4205.26	9476.75	7940.75	6954.99	6482.37	9075.91	7842.89
ALG6_HUMAN	11152.2	9147.79	9090.77	9017.68	8536.96	10673.6	9544.16	9317.46	9528.73	8869.58	7526.57	8355.43	8129.32	8176.41	5918.89	10965.7	10195.5	8560.74	11051.5	8954.74	2923.1	7846.85	7639.32	5051.3	10586	8530.97	9497.74	7055.8	10868.1	10654.8
ALG8_HUMAN	31493.3	28613.3	26123.7	30601.9	20723.6	34642.4	29719.5	27971.5	29991.2	26631	18659.3	19769.8	23370.3	19177.7	16740	31050	33028.3	19660.8	31614.1	29652.7	11124.4	19754.2	23354.1	10829.9	33298.8	33874.7	35937.8	16655	34647.2	29467.3
ALKB2_HUMAN	7830.17	8720.28	8922.14	11255.2	9572.38	10138.8	10643.3	11086.3	8324.22	8974.99	9358.76	11020.7	7549.43	7143.53	8992.08	8579.53	8977.4	10121.3	7676.14	8538.8	9845.7	10800.3	11206.9	10240.5	6673.74	7821.15	8590.8	9401.8	7457.32	10218.1
ALKB5_HUMAN	182542	197306	168544	197146	199241	202565	194797	198078	182130	186776	186762	198859	199023	194496	175485	193937	204044	211404	193477	188230	183574	196783	208607	195972	172700	184503	200452	202799	174981	184476
ALPK3_HUMAN	14161.5	14797	14862.4	14428.9	14796.3	14653.4	14940.8	14043.2	14639.9	13826.5	14578.7	17088.2	11676.7	11153.9	11978.2	12111.6	12379.6	12893.7	10976.1	12460.5	15140.8	12812.5	12045.6	12988.5	12318.7	11149.3	11366	11729.3	11229.2	11116.6
AMERL_HUMAN	13041.4	12622	13453.8	14452.7	13387.6	11948.8	13905.2	12933.8	10815.9	10958.1	10992.8	9307.12	12518.7	13269.8	10819	13522.8	11430.1	11782.8	13214.4	11797.9	8643.58	11262	11387.8	10021	12258.9	13095.5	12144.8	11812.4	12004.2	10050.9
AMPD3_HUMAN	1459.73	2062.28	2750.76	NA	3812.92	2024.8	2947.58	5334.66	4085.3	1779.51	5203.67	2927.49	3319.77	7051.44	3497.91	2375	2064.4	3336.91	3730	2837.17	5502.96	3928.1	5172.67	6350.89	3355.17	3227.6	2660.52	3841.71	2901.33	2890.46
AMPL_HUMAN	2341.56	2239.98	3943.22	3765.9	3091.29	1471.05	4731.69	1506.2	2699.36	2166.89	1720.73	2267.03	4734.43	3504.24	2890.19	1316.8	3084.75	2274.33	4126.03	2614.13	1811.06	1632.37	2159.82	1942.8	4153.54	4818.12	1818.15	3280.19	2891.15	2101.36
AMRP_HUMAN	108517	100498	79080.3	137925	125580	116574	160601	107035	160441	135508	121091	131620	93983.1	91025.2	88178.5	174793	104829	102111	98628.8	90208.3	97992.1	131468	122850	116492	82504.1	132918	168938	98892	105228	126293
AMZ2_HUMAN	37672.9	35361	38202.6	40139	40833	37293.9	45027.8	40811.7	36059.8	41417.8	41164.9	41358.2	39198.4	39342	40522.4	43534.1	39417.2	37099.2	44903.4	38916	42913	36223.9	33260.5	43702.9	39058.2	38008.6	39970.1	35999.5	43102.2	38991.9
AN32A_HUMAN	154842	189273	157098	254288	222931	186420	236338	149542	173877	220664	136521	184985	182622	134219	204446	181864	211891	186368	199821	150946	163064	168649	167194	140611	130566	200875	239659	150618	162728	147179
AN32B_HUMAN	266648	362782	325533	464887	476489	397498	429088	332588	427968	464967	305811	455929	398699	279674	369946	340644	411452	455559	371647	372472	339875	432217	423616	316731	271294	345546	503171	400211	340375	341435
AN32E_HUMAN	56898.7	71783	58965.5	83885.3	74094	67899.2	78398.2	57674.5	65984.2	79015.3	48542	75830.6	69304.6	50057.6	65725	59881	78643.4	71594	75566.2	70624	66877.9	60356.6	65070.1	59516.8	60590.2	70720.8	85197.9	58579	66343.7	58571.4
ANAG_HUMAN	3633.72	4128.56	3403.08	2027.1	3178.51	3456.85	2168.07	1935.51	2011.11	3444.9	1386.21	2306.78	3660.25	1775.85	NA	2114.22	2615.53	NA	NA	NA	1204.9	2930.51	1647.27	NA	4328.65	1809.61	3197.87	2758.16	3002.96	2390.09
ANC2_HUMAN	21234	19797	19449.1	20641.8	19500	21403.6	20641.9	21021.7	20739.2	20744.5	21717.5	17888.4	19268.1	19046.5	19447.1	21157.8	20741.9	19849.4	21143	21483	20810.9	21175.3	19341.3	17621.6	21311.3	20175.6	20659.3	19108.9	20652.2	22531.9
ANGE1_HUMAN	4531.93	3823.45	4206.12	5380.42	2996.97	4220.89	3703.69	4400.15	3676.43	3895.93	4757.28	5621.86	5195.72	4153.11	4406.86	4375.84	4389.74	3783.4	4469.57	4403.76	3988.41	4336.9	2844.3	3950.04	4596.97	4354.12	5358.82	4026.13	3890.87	4052.66
ANGE2_HUMAN	10526.3	9839.58	9538.88	10011.2	9022.51	9777.36	8244.48	9708.26	6665.27	9091.27	11171.3	7815.85	10026	8657.49	9512.33	12448.7	8571.45	7381.74	9242.05	8993.25	9809.12	9568.65	9923.41	11217.1	8705.25	7708.26	9272.56	7886.13	7905.39	8306.32
ANGL2_HUMAN	13030.4	11774.3	9480.39	10573.3	11711.8	9469.16	11001.2	12277.9	9460.14	11208.6	11198.9	10306.2	10987.5	9781.93	9781.26	11301.5	8307.44	10248.7	10983.5	10482.8	8477.53	8601.79	8811.75	9887.93	11845.3	9351.21	9710.38	9376.35	12012.5	11104.1
ANK2_HUMAN	72881.8	65788.6	73500.8	75409.3	72085.2	72061.9	75322.8	66753.4	75018.8	76276	73968.7	68001.7	70854.6	66779.9	69153.7	72041.3	67652.6	69510.2	65710.1	67521	68031	66652.5	70758	67747	68205.1	68281.3	72096.5	68452.2	68880.9	69797.7
ANK3_HUMAN	13775.3	13283.3	15425	11494.6	15121.3	11792.1	11127	14131.9	14413.7	13989.4	18533.3	16070.1	15753.2	16464.6	12593.3	16506.1	10125.7	14096.5	11227.2	11694.7	17282.2	15353.5	14412.3	15783.2	17459.2	13341.8	14623.6	11957.7	16167	11808.5
ANKH1_HUMAN	24130.8	24613.5	22946.2	22535.5	24144.9	24150.5	24654.8	23510.2	24307.6	23619.9	24322.9	24300.7	24517.9	25147.3	24760.6	23827.7	24654.9	24728	24183.9	26602.1	22909.9	25653.1	25320.9	24472.9	24525.4	24670.8	23772	25425.7	24710.6	24678.3
ANKL2_HUMAN	21873.3	22662.8	21351	15750.4	20615.9	16776.5	22591.5	22655.4	22885	22830.7	15808.9	15715.3	22902.7	20436.4	19669.4	28430	26197.4	17485.6	20501.6	18591.9	19154.4	18087.5	20445.8	22251.3	22468.9	22940.2	19714.6	18240.5	21809.2	22251.2
ANKY2_HUMAN	3885.48	4769.69	3469.01	3501.32	NA	3334.35	4505.42	2958.42	5492.99	3741.16	4038.49	3881.86	3791.61	3745.65	3525.41	3192.54	2222.17	4248.9	NA	4447.09	2924.16	2028.5	NA	3946.09	4586.83	NA	NA	3999.12	3404.6	3973.92
ANKZ1_HUMAN	31943.6	33501.1	34426.2	37427.3	39682.8	36787.8	35537.3	35789	34284.5	33504.1	33455.1	34463.8	33769.2	32400.2	34830.1	30379.9	35332.3	36914	33161.5	34744.6	36128	35887.6	34908.8	35007.1	32415.4	34245.1	37226.1	31979.2	35628.5	32921.9
ANLN_HUMAN	128916	123330	126084	117973	119428	119053	118164	125200	129021	125859	136584	125892	124069	132922	127723	133585	123630	124567	124334	124209	130885	131986	130629	136151	129502	126670	126437	126852	127223	130422
ANM1_HUMAN	207616	218626	209307	223730	216854	201538	224464	199244	195133	210253	187374	187607	231265	198457	177690	178410	223754	204612	243722	202275	170316	195778	184114	166000	225040	232348	178758	204040	168160	193320
ANM3_HUMAN	29296.4	29681.3	30141	29364.3	29842.2	24728.5	28166.7	26260.1	29807.9	26856.3	26630.1	29424	30086.9	26386.3	35300.1	25472.3	28824.7	27965.8	29735.7	25235.4	28639.3	22908.1	23042.2	31135.8	26376.9	27566.4	22567.9	22454.1	24510.2	21975.2
ANM5_HUMAN	59874.1	62143	59009.1	61935.7	66059.4	60926.4	62537.6	57490.6	57495.2	58691.1	54942.4	59001.7	69135	63755.1	61915.6	57407.5	60290.6	66551.3	66531	61256.2	60371.9	65345.7	62208.9	60541.9	58930.6	62889.9	60083.5	62401.7	57764.4	57593.6
ANR11_HUMAN	25728.4	28205.5	25361	27548	25267.4	27926.6	25098.3	27140.4	27296.1	24778	25306.4	24188.1	25413.6	25994.6	23471.6	25590.8	28639.2	26303.6	27110.3	28101.3	21299.7	25893	22109.8	20742.3	27161.9	26774.6	26516.7	26015.8	30371.2	26034.9
ANR17_HUMAN	95072	109272	101142	103499	109989	107472	102194	100871	100560	107124	100213	104726	108557	100690	103248	97127.9	109781	109697	107705	111857	113805	107701	110408	109186	98228.8	98834	102686	104464	107535	101229
ANR27_HUMAN	2451.83	2369.53	2309.26	2252.28	2366.7	2393.73	2304.65	3045.64	2966.24	2512.07	3736.13	2567.13	3262.99	2749.27	3263.43	2886.77	3271.52	3066.4	3052.85	3790.13	2632.74	2751.82	2383.16	2116.5	2931.08	3399.51	3439.33	3446.97	2654.76	3228.8
ANR28_HUMAN	10331.3	10420.2	10073.3	12201.8	11123.9	11224.8	11072.2	10792.4	11257	10765.3	9942.04	10575.2	11575.6	9286.87	10851.5	10810.8	10739.1	9106.45	10609.1	10481.6	10279.3	10165.9	10385.3	11062.4	9888.3	10286.3	12607.2	11487.7	10207	10122.3
ANR50_HUMAN	NA	6176.51	7157.39	6298	5490.24	6116.56	5873.59	5956.35	6010.59	6902.46	3109.19	NA	5170.8	6686.65	9104.65	NA	6985.54	6765.06	6142.49	6854.96	6463.18	7526.95	4511.4	6565.81	5208.66	NA	5893.41	4996.33	4690.73	4108.37
